Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
NA19682_hap1_hprc_f2	GCA_044165125.1		Homo sapiens					NA19682	male		Chromosome	2024-10-31	JBIRDJ01	64
HG03579_mat_hprc_f2	GCA_018472825.3		Homo sapiens					HG03579	male		Chromosome	2024-09-20	JAGYVT02	103
NA20762_hap2_hprc_f2	GCA_046629575.2		Homo sapiens					NA20762	male		Chromosome	2025-01-14	JBKOQX01	35
HG01361_mat_hprc_f2	GCA_018469685.3		Homo sapiens					HG01361	female		Chromosome	2024-09-20	JAGYYW02	86
NA21110_haplotype2_hprc_rel2_verkko2_supp	GCA_056749655.1		Homo sapiens					NA21110	female		Chromosome	2026-04-16	JBVULR01	43
HG00329_haplotype1_hprc_rel2_verkko2_supp	GCA_056668855.1		Homo sapiens					HG00329	male		Chromosome	2026-04-10	JBVTYB01	66
NA19159_haplotype2_hprc_rel2_verkko2_supp	GCA_056739945.1		Homo sapiens					NA19159	female		Chromosome	2026-04-15	JBVUKH01	42
HG01978_haplotype2_hprc_rel2_verkko2_supp	GCA_056697745.1		Homo sapiens					HG01978	female		Chromosome	2026-04-13	JBVUCX01	129
HG00290_haplotype1_hprc_rel2_verkko2_supp	GCA_056669045.1		Homo sapiens					HG00290	male		Chromosome	2026-04-10	JBVTYJ01	38
NA18952_haplotype2_hprc_rel2_verkko2_supp	GCA_056739435.1		Homo sapiens					NA18952	male		Chromosome	2026-04-15	JBVUJJ01	43
NA19700_hap2_hprc_f2	GCA_042076885.2		Homo sapiens					NA19700	male		Chromosome	2024-09-20	JBHIJF01	55
HG01167_hap2_hprc_f2	GCA_044166785.2		Homo sapiens					HG01167	male		Chromosome	2024-10-31	JBIREQ01	62
HG02622_haplotype1_hprc_rel2_verkko2_supp	GCA_056716645.1		Homo sapiens					HG02622	female		Chromosome	2026-04-14	JBVUFG01	54
HG02492_pat_hprc-hgsvc_rel2_verkko2_supp	GCA_057056625.1		Homo sapiens					HG02492	male		Chromosome	2026-04-29	JBWQGX01	188
NA20805_haplotype1_hprc_rel2_verkko2_supp	GCA_056738325.1		Homo sapiens					NA20805	male		Chromosome	2026-04-15	JBVUHI01	62
HG01346_haplotype1_hprc_rel2_verkko2_supp	GCA_056699735.1		Homo sapiens					HG01346	female		Chromosome	2026-04-13	JBVUEG01	41
HG04160_pat_hprc_f2	GCA_042036805.1		Homo sapiens					HG04160	male		Chromosome	2024-09-20	JBHIGW01	108
HG02071_mat_hprc_rel2_verkko2_supp	GCA_056696175.1		Homo sapiens					HG02071	male		Chromosome	2026-04-13	JBVTZS01	112
HG03248_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056365.1		Homo sapiens					HG03248	male		Chromosome	2026-04-29	JBWQGM01	56
HG002_pat_hprc_rel2_verkko2_supp	GCA_056669245.1		Homo sapiens					NA24385	male		Chromosome	2026-04-10	JBVTYV01	144
HG03017_haplotype2_hprc_rel2_verkko2_supp	GCA_056716955.1		Homo sapiens					HG03017	male		Chromosome	2026-04-14	JBVUFX01	41
HG02132_haplotype1_hprc_rel2_verkko2_supp	GCA_056750895.1		Homo sapiens					HG02132	male		Chromosome	2026-04-16	JBVUNG01	124
HG03816_haplotype2_hprc_rel2_verkko2_supp	GCA_056738715.1		Homo sapiens					HG03816	female		Chromosome	2026-04-15	JBVUHZ01	84
HG03942_pat_hprc_rel2_verkko2_supp	GCA_056738875.1		Homo sapiens					HG03942	male		Chromosome	2026-04-15	JBVUII01	81
HG00609_haplotype1_hprc_rel2_verkko2_supp	GCA_056668435.1		Homo sapiens					HG00609	male		Chromosome	2026-04-10	JBVTXH01	28
HG03804_mat_hprc_f2	GCA_042036285.2		Homo sapiens					HG03804	female		Chromosome	2024-09-20	JBHIGR01	108
HG01784_hap1_hprc_f2	GCA_042034305.1		Homo sapiens					HG01784	female		Chromosome	2024-09-20	JBHDXH01	81
HG01975_haplotype1_hprc_rel2_verkko2_supp	GCA_056697805.1		Homo sapiens					HG01975	female		Chromosome	2026-04-13	JBVUCY01	60
HG01884_pat_hprc_f2	GCA_042028275.1		Homo sapiens					HG01884	female		Chromosome	2024-09-19	JBHDSB01	89
HG01071_haplotype2_hprc_rel2_verkko2_supp	GCA_056667975.1		Homo sapiens					HG01071	female		Chromosome	2026-04-10	JBVTWM01	63
NA18879_haplotype2_hprc_rel2_verkko2_supp	GCA_056739495.1		Homo sapiens					NA18879	male		Chromosome	2026-04-15	JBVUJL01	49
NA19185_hap2_hprc_f2	GCA_042034525.2		Homo sapiens					NA19185	female		Chromosome	2024-09-20	JBHDXS01	58
NA21106_hap1_hprc_f2	GCA_042077005.1		Homo sapiens					NA21106	female		Chromosome	2024-09-20	JBHIJA01	61
HG03583_haplotype1_hprc_rel2_verkko2_supp	GCA_056717275.1		Homo sapiens					HG03583	female		Chromosome	2026-04-14	JBVUGM01	35
NA19909_haplotype1_hprc_rel2_verkko2_supp	GCA_056748625.1		Homo sapiens					NA19909	female		Chromosome	2026-04-16	JBVULC01	35
HG01596_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056745.1		Homo sapiens					HG01596	male		Chromosome	2026-04-29	JBWQHE01	49
HG01952_pat_hprc_f2	GCA_018471555.2		Homo sapiens					HG01952	male		Chromosome	2024-09-20	JAHAME02	81
HG02135_mat_hprc_rel2_verkko2_supp	GCA_056696775.1		Homo sapiens					HG02135	male		Chromosome	2026-04-13	JBVUBA01	65
HG02392_hap1_hprc_f2	GCA_046043155.1		Homo sapiens					HG02392	male		Chromosome	2024-12-12	JBHIKE01	86
HG00097_hap1_hprc_f2	GCA_044165215.1		Homo sapiens					HG00097	female		Chromosome	2024-10-31	JBIRDD01	75
HG01252_mat_hprc_rel2_verkko2_supp	GCA_056667355.1		Homo sapiens					HG01252	male		Chromosome	2026-04-10	JBVTVO01	85
NA19159_hap1_hprc_f2	GCA_046056445.1		Homo sapiens					NA19159	female		Chromosome	2024-12-13	JBJXQL01	83
NA20905_haplotype1_hprc_rel2_verkko2_supp	GCA_056748725.1		Homo sapiens					NA20905	male		Chromosome	2026-04-16	JBVULI01	60
HG03017_mat_hprc_f2	GCA_042038595.2		Homo sapiens					HG03017	male		Chromosome	2024-09-20	JBHIIF01	88
HG03688_haplotype1_hprc_rel2_verkko2_supp	GCA_056717655.1		Homo sapiens					HG03688	male		Chromosome	2026-04-14	JBVUHC01	64
HG03704_pat_hprc_f2	GCA_042027445.1		Homo sapiens					HG03704	female		Chromosome	2024-09-19	JBHDRL01	67
ASM4633235v1	GCA_046332355.1		Homo sapiens					NA18944	male		Chromosome	2024-12-27	JBKACH01	75
NA19468_hap1_hprc_f2	GCA_042035225.1		Homo sapiens					NA19468	female		Chromosome	2024-09-20	JBHDXX01	90
HG01934_mat_hprc_f2	GCA_042038345.2		Homo sapiens					HG01934	male		Chromosome	2024-09-20	JBHIIB01	86
HG00423_pat_hprc_f2	GCA_042076665.1		Homo sapiens					HG00423	female		Chromosome	2024-09-20	JBHIIO01	68
HG02132_pat_hprc_f2	GCA_042030125.1		Homo sapiens					HG02132	male		Chromosome	2024-09-19	JBHDTR01	115
HG01530_haplotype2_hprc_rel2_verkko2_supp	GCA_056698455.1		Homo sapiens					HG01530	male		Chromosome	2026-04-13	JBVUDX01	34
HG03927_mat_hprc_f2	GCA_042028145.2		Homo sapiens					HG03927	female		Chromosome	2024-09-19	JBHDSW01	94
HG02080_haplotype1_hprc_rel2_verkko2_supp	GCA_056750735.1		Homo sapiens					HG02080	female		Chromosome	2026-04-16	JBVUNE01	54
HG00128_hap2_hprc_f2	GCA_042077885.2		Homo sapiens					HG00128	female		Chromosome	2024-09-20	JBHIKT01	71
HG00738_mat_hprc_rel2_verkko2_supp	GCA_056668055.1		Homo sapiens					HG00738	male		Chromosome	2026-04-10	JBVTWQ01	139
HG04199_pat_hprc_f2	GCA_042030015.1		Homo sapiens					HG04199	male		Chromosome	2024-09-19	JBHDTH01	96
NA18570_hap1_hprc_f2	GCA_042034345.1		Homo sapiens					NA18570	female		Chromosome	2024-09-20	JBHDXN01	100
HG03807_hap1	GCA_056690035.1		Homo sapiens					HG03807	female		Chromosome	2026-04-13	DBNCPR01	728
HG02258_haplotype2_hprc_rel2_verkko2_supp	GCA_056697315.1		Homo sapiens					HG02258	male		Chromosome	2026-04-13	JBVUBQ01	44
NA20905_haplotype2_hprc_rel2_verkko2_supp	GCA_056748745.1		Homo sapiens					NA20905	male		Chromosome	2026-04-16	JBVULJ01	39
HG03453_haplotype2_hprc_rel2_verkko2_supp	GCA_057084165.1		Homo sapiens					HG03453	female		Chromosome	2026-04-16	JBVUML01	224
HG02135_pat_hprc_rel2_verkko2_supp	GCA_056696865.1		Homo sapiens					HG02135	male		Chromosome	2026-04-13	JBVUAZ01	189
HG02300_haplotype2_hprc_rel2_verkko2_supp	GCA_056696965.1		Homo sapiens					HG02300	female		Chromosome	2026-04-13	JBVUBK01	61
HG03492_mat_hprc_rel2_verkko2_supp	GCA_056751895.1		Homo sapiens					HG03492	male		Chromosome	2026-04-16	JBVUTB01	56
ASM4633237v1	GCA_046332375.1		Homo sapiens					NA18945	male		Chromosome	2024-12-27	JBKACE01	43
NA20905_hap2_hprc_f2	GCA_042032335.2		Homo sapiens					NA20905	male		Chromosome	2024-09-19	JBHDWZ01	91
HG01960_mat_hprc_f2	GCA_042037445.2		Homo sapiens					HG01960	female		Chromosome	2024-09-20	JBHIHN01	84
HG02738_mat_hprc_f2	GCA_046056425.2		Homo sapiens					HG02738	male		Chromosome	2024-12-13	JBJXQK01	64
HG04228_mat_hprc_f2	GCA_042036915.2		Homo sapiens					HG04228	male		Chromosome	2024-09-20	JBHIHB01	61
HG01928_pat_hprc_rel2_verkko2_supp	GCA_056698065.1		Homo sapiens					HG01928	male		Chromosome	2026-04-13	JBVUDM01	101
NA19983_hap2	GCA_056689195.1		Homo sapiens					NA19983	female		Chromosome	2026-04-13	DBNCOG01	82
HG01123_mat_hprc_f2	GCA_018469665.3		Homo sapiens					HG01123	female		Chromosome	2024-09-20	JAGYYY02	57
HG02148_pat_hprc_f2	GCA_018471525.2		Homo sapiens					HG02148	female		Chromosome	2024-09-20	JAHAMG02	91
HG01175_mat_hprc_f2	GCA_018471085.3		Homo sapiens					HG01175	female		Chromosome	2024-09-20	JAHALZ02	58
HG01150_haplotype1_hprc_rel2_verkko2_supp	GCA_056667685.1		Homo sapiens					HG01150	female		Chromosome	2026-04-10	JBVTVX01	221
HG01433_pat_hprc_rel2_verkko2_supp	GCA_056698905.1		Homo sapiens					HG01433	male		Chromosome	2026-04-13	JBVUEA01	54
NA19468_haplotype1_hprc_rel2_verkko2_supp	GCA_056740195.1		Homo sapiens					NA19468	female		Chromosome	2026-04-15	JBVUKS01	66
HG01081_pat_hprc_f2	GCA_042037825.1		Homo sapiens					HG01081	female		Chromosome	2024-09-20	JBHIHG01	79
HG03579_pat_hprc_f2	GCA_018472835.2		Homo sapiens					HG03579	male		Chromosome	2024-09-20	JAGYVU02	82
HG00408_haplotype2_hprc_rel2_verkko2_supp	GCA_056668715.1		Homo sapiens					HG00408	female		Chromosome	2026-04-10	JBVTXW01	82
HG01258_pat_hprc_f2	GCA_018469675.2		Homo sapiens					HG01258	male		Chromosome	2024-09-20	JAGYYV02	67
HG02080_mat_hprc_f2	GCA_018504085.3		Homo sapiens					HG02080	female		Chromosome	2024-10-17	JAHEOV02	103
HG03239_mat_hprc_f2	GCA_042037705.2		Homo sapiens					HG03239	female		Chromosome	2024-09-20	JBHIHT01	67
NA19347_hap1	GCA_056689435.1		Homo sapiens					NA19347	male		Chromosome	2026-04-13	DBNCOR01	1031
HG00232_haplotype2_hprc_rel2_verkko2_supp	GCA_056669225.1		Homo sapiens					HG00232	female		Chromosome	2026-04-10	JBVTYU01	56
HG03139_hap1_hprc_f2	GCA_043304645.1		Homo sapiens					HG03139	male		Chromosome	2024-10-17	JBIEBX01	64
HG03050_pat_hprc_f2	GCA_045524245.1		Homo sapiens					HG03050	male		Chromosome	2024-12-02	JBJKOK01	98
NA18608_hap2_hprc_f2	GCA_042077335.2		Homo sapiens					NA18608	male		Chromosome	2024-09-20	JBHIJX01	62
HG01099_pat_hprc_f2	GCA_042027475.1		Homo sapiens					HG01099	male		Chromosome	2024-09-19	JBHDRP01	80
HG02486_pat_hprc_rel2_verkko2_supp	GCA_056697485.1		Homo sapiens					HG02486	male		Chromosome	2026-04-13	JBVUBV01	54
HG01940_mat_hprc_f2	GCA_042037435.2		Homo sapiens					HG01940	female		Chromosome	2024-09-20	JBHIHL01	55
HG02080_pat_hprc_f2	GCA_018504055.2		Homo sapiens					HG02080	female		Chromosome	2024-10-17	JAHEOW02	91
HG00731_hap2	GCA_056691475.1		Homo sapiens					HG00731	male		Chromosome	2026-04-13	DBNCSU01	51
HG02293_pat_hprc_f2	GCA_042027495.1		Homo sapiens					HG02293	female		Chromosome	2024-09-19	JBHDRN01	118
HG01993_mat_hprc_f2	GCA_042027655.2		Homo sapiens					HG01993	female		Chromosome	2024-09-19	JBHDSM01	94
HG01496_mat_hprc_f2	GCA_042027145.2		Homo sapiens					HG01496	female		Chromosome	2024-09-19	JBHDSA01	49
HG00512_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056925.1		Homo sapiens					HG00512	male		Chromosome	2026-04-29	JBWQHL01	72
HG03669_mat_hprc_f2	GCA_042028875.2		Homo sapiens					HG03669	female		Chromosome	2024-09-19	JBHDTE01	76
NA20752_hap1_hprc_f2	GCA_046000145.1		Homo sapiens					NA20752	male		Chromosome	2024-12-11	JBJUVQ01	78
HG01993_haplotype1_hprc_rel2_verkko2_supp	GCA_056697685.1		Homo sapiens					HG01993	female		Chromosome	2026-04-13	JBVUCS01	67
HG03710_haplotype1_hprc_rel2_verkko2_supp	GCA_056717535.1		Homo sapiens					HG03710	male		Chromosome	2026-04-14	JBVUHA01	70
NA19317_hap1	GCA_056689545.1		Homo sapiens					NA19317	male		Chromosome	2026-04-13	DBNCOV01	1235
HG00280_haplotype2_hprc_rel2_verkko2_supp	GCA_056669035.1		Homo sapiens					HG00280	male		Chromosome	2026-04-10	JBVTYM01	44
ASM4633206v1	GCA_046332065.1		Homo sapiens					NA18970	male		Chromosome	2024-12-27	JBKABV01	59
HG02698_pat_hprc_f2	GCA_042030045.1		Homo sapiens					HG02698	male		Chromosome	2024-09-19	JBHDTL01	93
NA18508_hap1_hprc_f2	GCA_042077095.1		Homo sapiens					NA18508	female		Chromosome	2024-09-20	JBHIJG01	62
NA18612_hap2_hprc_f2	GCA_045999875.1		Homo sapiens					NA18612	male		Chromosome	2024-12-11	JBJUVV01	106
ASM4633228v1	GCA_046332285.1		Homo sapiens					NA18959	male		Chromosome	2024-12-27	JBKACA01	62
HG02040_hap1_hprc_f2	GCA_042032555.1		Homo sapiens					HG02040	male		Chromosome	2024-09-19	JBHDWS01	79
HG00235_hap1_hprc_f2	GCA_044165645.1		Homo sapiens					HG00235	female		Chromosome	2024-10-31	JBIRED01	71
ASM4633214v1	GCA_046332145.1		Homo sapiens					NA18967	male		Chromosome	2024-12-27	JBKABX01	75
HG04184_pat_hprc_f2	GCA_042028635.1		Homo sapiens					HG04184	female		Chromosome	2024-09-19	JBHDSH01	102
HG02273_haplotype1_hprc_rel2_verkko2_supp	GCA_056697215.1		Homo sapiens					HG02273	female		Chromosome	2026-04-13	JBVUBN01	55
HG01074_mat_hprc_f2	GCA_042037735.2		Homo sapiens					HG01074	male		Chromosome	2024-09-20	JBHIHX01	70
HG00097_hap2_hprc_f2	GCA_044164745.2		Homo sapiens					HG00097	female		Chromosome	2024-10-31	JBIRDE01	61
HG00133_hap1_hprc_f2	GCA_042078005.1		Homo sapiens					HG00133	female		Chromosome	2024-09-20	JBHIKQ01	64
HG02011_hap1	GCA_056691035.1		Homo sapiens					HG02011	male		Chromosome	2026-04-13	DBNCRH01	401
HG03195_hap2_hprc_f2	GCA_042030635.2		Homo sapiens					HG03195	female		Chromosome	2024-09-19	JBHDVV01	78
HG01258_mat_hprc_f2	GCA_018469405.3		Homo sapiens					HG01258	male		Chromosome	2024-09-20	JAGYYU02	91
HG00735_haplotype2_hprc_rel2_verkko2_supp	GCA_056668095.1		Homo sapiens					HG00735	female		Chromosome	2026-04-10	JBVTWS01	153
HG01596_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056765.1		Homo sapiens					HG01596	male		Chromosome	2026-04-29	JBWQHD01	69
HG005_mat_hprc_rel2_verkko2_supp	GCA_056668615.1		Homo sapiens					NA24631	male		Chromosome	2026-04-10	JBVTXQ01	72
HG01433_pat_hprc_f2	GCA_042028645.1		Homo sapiens					HG01433	male		Chromosome	2024-09-19	JBHDSJ01	100
HG04036_hap2	GCA_056689985.1		Homo sapiens					HG04036	female		Chromosome	2026-04-13	DBNCPQ01	53
HG03098_haplotype2_hprc_rel2_verkko2_supp	GCA_056749815.1		Homo sapiens					HG03098	female		Chromosome	2026-04-16	JBVULX01	80
HG03704_mat_hprc_f2	GCA_042026535.2		Homo sapiens					HG03704	female		Chromosome	2024-09-19	JBHDRM01	63
HG04187_mat_hprc_rel2_verkko2_supp	GCA_056739085.1		Homo sapiens					HG04187	male		Chromosome	2026-04-15	JBVUIT01	57
HG02559_pat_hprc_f2	GCA_018466855.2		Homo sapiens					HG02559	female		Chromosome	2024-09-20	JAGYVK02	66
HG03927_pat_hprc_f2	GCA_042028845.1		Homo sapiens					HG03927	female		Chromosome	2024-09-19	JBHDSV01	113
HG03688_haplotype2_hprc_rel2_verkko2_supp	GCA_056717595.1		Homo sapiens					HG03688	male		Chromosome	2026-04-14	JBVUHD01	57
HG03540_haplotype2_hprc_rel2_verkko2_supp	GCA_056750035.1		Homo sapiens					HG03540	female		Chromosome	2026-04-16	JBVUMF01	200
HG04157_haplotype1_hprc_rel2_verkko2_supp	GCA_056738775.1		Homo sapiens					HG04157	male		Chromosome	2026-04-15	JBVUIE01	86
NA20346_hap2_hprc_f2	GCA_044166135.2		Homo sapiens					NA20346	male		Chromosome	2024-10-31	JBIRDS01	107
HG02647_pat_hprc_rel2_verkko2_supp	GCA_056716585.1		Homo sapiens					HG02647	male		Chromosome	2026-04-14	JBVUFC01	338
HG01123_haplotype2_hprc_rel2_verkko2_supp	GCA_056667715.1		Homo sapiens					HG01123	female		Chromosome	2026-04-10	JBVTWA01	97
HG00733_pat_hprc_f2	GCA_018506955.2		Homo sapiens					HG00733	female		Chromosome	2024-12-11	JAHEPQ02	90
NA19909_hap1_hprc_f2	GCA_044164695.1		Homo sapiens					NA19909	female		Chromosome	2024-10-31	JBIRDH01	66
HG02984_mat_hprc_f2	GCA_045524165.2		Homo sapiens					HG02984	male		Chromosome	2024-12-02	JBJKON01	83
HG03209_hap1_hprc_f2	GCA_042032445.1		Homo sapiens					HG03209	male		Chromosome	2024-09-19	JBHDWG01	66
HG01106_pat_hprc_rel2_verkko2_supp	GCA_056667775.1		Homo sapiens					HG01106	male		Chromosome	2026-04-10	JBVTWD01	74
HG03270_haplotype1_hprc_rel2_verkko2_supp	GCA_056717075.1		Homo sapiens					HG03270	female		Chromosome	2026-04-14	JBVUGC01	74
HG02129_mat_hprc_rel2	GCA_041900385.2		Homo sapiens					HG02129	male		Chromosome	2024-09-11	JBHDVB01	70
HG00731_hap1	GCA_056691495.1		Homo sapiens					HG00731	male		Chromosome	2026-04-13	DBNCST01	520
HG01252_mat_hprc_f2	GCA_042038095.2		Homo sapiens					HG01252	male		Chromosome	2024-09-20	JBHIHZ01	74
HG02293_mat_hprc_f2	GCA_042026455.2		Homo sapiens					HG02293	female		Chromosome	2024-09-19	JBHDRO01	104
HG01243_haplotype2_hprc_rel2_verkko2_supp	GCA_056667435.1		Homo sapiens					HG01243	male		Chromosome	2026-04-10	JBVTVQ01	119
HG00544_haplotype1_hprc_rel2_verkko2_supp	GCA_056668565.1		Homo sapiens					HG00544	female		Chromosome	2026-04-10	JBVTXN01	65
HG02630_haplotype1_hprc_rel2_verkko2_supp	GCA_056716595.1		Homo sapiens					HG02630	female		Chromosome	2026-04-14	JBVUFE01	323
HG00272_hap2_hprc_f2	GCA_044166665.2		Homo sapiens					HG00272	female		Chromosome	2024-10-31	JBIRDO01	67
HG01081_mat_hprc_f2	GCA_042037225.2		Homo sapiens					HG01081	female		Chromosome	2024-09-20	JBHIHH01	68
HG02074_pat_hprc_rel2_verkko2_supp	GCA_056696105.1		Homo sapiens					HG02074	male		Chromosome	2026-04-13	JBVTZP01	67
HG02602_mat_hprc_rel2_verkko2_supp	GCA_056716315.1		Homo sapiens					HG02602	male		Chromosome	2026-04-14	JBVUER01	132
HG01505_hap2	GCA_056691115.1		Homo sapiens					HG01505	male		Chromosome	2026-04-13	DBNCRO01	78
HG03492_pat_hprc_rel2_verkko2_supp	GCA_056751955.1		Homo sapiens					HG03492	male		Chromosome	2026-04-16	JBVUTA01	178
HG00323_haplotype1_hprc_rel2_verkko2_supp	GCA_056668895.1		Homo sapiens					HG00323	female		Chromosome	2026-04-10	JBVTYD01	51
HG02257_mat_hprc_f2	GCA_018466835.3		Homo sapiens					HG02257	female		Chromosome	2024-09-20	JAGYVI02	78
HG01358_pat_hprc_rel2_verkko2_supp	GCA_056699345.1		Homo sapiens					HG01358	male		Chromosome	2026-04-13	JBVUEE01	91
HG02666_hap1	GCA_056690705.1		Homo sapiens					HG02666	male		Chromosome	2026-04-13	DBNCQR01	808
HG02666_haplotype2_hprc-hgsvc_rel2_verkko2_supp	GCA_057056535.1		Homo sapiens					HG02666	male		Chromosome	2026-04-29	JBWQGU01	55
ASM4633232v1	GCA_046332325.1		Homo sapiens					NA18948	male		Chromosome	2024-12-27	JBKACC01	50
NA19776_hap1_hprc_f2	GCA_044165085.1		Homo sapiens					NA19776	female		Chromosome	2024-10-31	JBIRDB01	78
HG02738_pat_hprc_f2	GCA_046056435.1		Homo sapiens					HG02738	male		Chromosome	2024-12-13	JBJXQJ01	86
HG00096_hap2	GCA_056691755.1		Homo sapiens					HG00096	male		Chromosome	2026-04-13	DBNCSO01	103
HG02668_pat_hprc_f2	GCA_042038895.1		Homo sapiens					HG02668	male		Chromosome	2024-09-20	JBHIIC01	103
NA19317_haplotype1_hprc-hgsvc_rel2_verkko2_supp	GCA_057056115.1		Homo sapiens					NA19317	male		Chromosome	2026-04-29	JBWQFX01	47
HG01975_mat_hprc_f2	GCA_045999905.2		Homo sapiens					HG01975	female		Chromosome	2024-12-11	JBJUVT01	91
HG04115_mat_hprc_f2	GCA_042028945.2		Homo sapiens					HG04115	male		Chromosome	2024-09-19	JBHDTG01	98
HG04184_haplotype1_hprc_rel2_verkko2_supp	GCA_056739185.1		Homo sapiens					HG04184	female		Chromosome	2026-04-15	JBVUIU01	64
HG03521_hap1_hprc_f2	GCA_044166285.1		Homo sapiens					HG03521	male		Chromosome	2024-10-31	JBIREF01	79
NA19650_hap2	GCA_056689305.1		Homo sapiens					NA19650	male		Chromosome	2026-04-13	DBNCOM01	39
HG01346_pat_hprc_f2	GCA_042028795.1		Homo sapiens					HG01346	female		Chromosome	2024-09-19	JBHDSR01	91
HG01952_mat_hprc_f2	GCA_018471545.3		Homo sapiens					HG01952	male		Chromosome	2024-09-20	JAHAMD02	66
HG01433_mat_hprc_f2	GCA_042027645.2		Homo sapiens					HG01433	male		Chromosome	2024-09-19	JBHDSK01	74
HG03471_haplotype2_hprc_rel2_verkko2_supp	GCA_056717415.1		Homo sapiens					HG03471	male		Chromosome	2026-04-14	JBVUGT01	65
HG02056_mat_hprc_rel2	GCA_041900015.2		Homo sapiens					HG02056	male		Chromosome	2024-09-11	JBHDVD01	76
HG00280_hap1_hprc_f2	GCA_042031275.1		Homo sapiens					HG00280	male		Chromosome	2024-09-19	JBHDWA01	111
HG01530_hap1_hprc_f2	GCA_042034285.1		Homo sapiens					HG01530	male		Chromosome	2024-09-20	JBHDXF01	90
NA18983_hap2_hprc_f2	GCA_042031955.2		Homo sapiens					NA18983	male		Chromosome	2024-09-19	JBHDWV01	97
HG03742_haplotype1_hprc_rel2_verkko2_supp	GCA_056717505.1		Homo sapiens					HG03742	male		Chromosome	2026-04-14	JBVUGY01	74
NA21102_hap2_hprc_f2	GCA_044166635.2		Homo sapiens					NA21102	female		Chromosome	2024-10-31	JBIREI01	63
HG00438_mat_hprc_f2	GCA_018471515.3		Homo sapiens					HG00438	female		Chromosome	2024-09-20	JAHBCA02	75
HG00128_hap1_hprc_f2	GCA_042078025.1		Homo sapiens					HG00128	female		Chromosome	2024-09-20	JBHIKS01	78
HG04204_haplotype2_hprc_rel2_verkko2_supp	GCA_056739035.1		Homo sapiens					HG04204	male		Chromosome	2026-04-15	JBVUIP01	79
HG02280_mat_hprc_f2	GCA_042026465.2		Homo sapiens					HG02280	female		Chromosome	2024-09-19	JBHDRS01	105
HG00344_hap1_hprc_f2	GCA_044166765.1		Homo sapiens					HG00344	female		Chromosome	2024-10-31	JBIREN01	89
HG02148_haplotype2_hprc_rel2_verkko2_supp	GCA_056696695.1		Homo sapiens					HG02148	female		Chromosome	2026-04-13	JBVUAY01	39
HG01981_haplotype2_hprc_rel2_verkko2_supp	GCA_056697715.1		Homo sapiens					HG01981	female		Chromosome	2026-04-13	JBVUCV01	74
HG02738_pat_hprc_rel2_verkko2_supp	GCA_056716815.1		Homo sapiens					HG02738	male		Chromosome	2026-04-14	JBVUFO01	41
NA19835_hap2_hprc_f2	GCA_044165335.2		Homo sapiens					NA19835	female		Chromosome	2024-10-31	JBIRDA01	76
NA18565_hap2_hprc_f2	GCA_044165725.2		Homo sapiens					NA18565	female		Chromosome	2024-10-31	JBIRDY01	70
NA18971_haplotype2_hprc_rel2_verkko2_supp	GCA_056739445.1		Homo sapiens					NA18971	male		Chromosome	2026-04-15	JBVUJH01	158
HG00733_hap2	GCA_056691395.1		Homo sapiens					HG00733	female		Chromosome	2026-04-13	DBNCRY01	93
NA20282_hap1_hprc_f2	GCA_044166585.1		Homo sapiens					NA20282	female		Chromosome	2024-10-31	JBIRDT01	78
NA21110_hap2_hprc_f2	GCA_042077185.2		Homo sapiens					NA21110	female		Chromosome	2024-09-20	JBHIJJ01	59
NA18974_haplotype2_hprc_rel2_verkko2_supp	GCA_056739805.1		Homo sapiens					NA18974	male		Chromosome	2026-04-15	JBVUJZ01	86
NA21110_haplotype1_hprc_rel2_verkko2_supp	GCA_056749715.1		Homo sapiens					NA21110	female		Chromosome	2026-04-16	JBVULQ01	43
HG03516_mat_hprc_f2	GCA_018469415.3		Homo sapiens					HG03516	female		Chromosome	2024-09-20	JAGYYT02	71
HG00272_haplotype2_hprc_rel2_verkko2_supp	GCA_056669095.1		Homo sapiens					HG00272	female		Chromosome	2026-04-10	JBVTYO01	43
NA20870_hap2_hprc_f2	GCA_042077145.2		Homo sapiens					NA20870	male		Chromosome	2024-09-20	JBHIJL01	83
HG01530_hap2_hprc_f2	GCA_042034145.2		Homo sapiens					HG01530	male		Chromosome	2024-09-20	JBHDXG01	90
HG02155_hap1_hprc_f2	GCA_043304525.1		Homo sapiens					HG02155	female		Chromosome	2024-10-17	JBIECB01	83
HG00609_haplotype2_hprc_rel2_verkko2_supp	GCA_056668425.1		Homo sapiens					HG00609	male		Chromosome	2026-04-10	JBVTXI01	55
HG01981_pat_hprc_f2	GCA_042027505.1		Homo sapiens					HG01981	female		Chromosome	2024-09-19	JBHDRV01	79
HG02178_hap2_hprc_f2	GCA_042077755.2		Homo sapiens					HG02178	female		Chromosome	2024-09-20	JBHIKH01	58
